=== KEYSTROKE LOG ===
index,key,type,elapsed_ms,flight_time_ms,word_index,input_snapshot
49,n,char,28506.000,772.000,8,poin
50,t,char,29126.000,620.000,8,point
51,SPACE,char,29428.000,302.000,8,point
52,h,char,30420.000,992.000,9,h
53,a,char,30686.000,266.000,9,ha
54,v,char,31107.000,421.000,9,hav
55,e,char,31427.000,320.000,9,have
56,SPACE,char,31748.000,321.000,9,have
57,a,char,32805.000,1057.000,10,a
58,s,char,33042.000,237.000,10,as
59,SPACE,char,33240.000,198.000,10,as
60,g,char,35016.000,1776.000,11,g
61,l,char,35673.000,657.000,11,gl
62,a,char,35924.000,251.000,11,gla
63,s,char,36174.000,250.000,11,glas
64,s,char,36383.000,209.000,11,glass
65,SPACE,char,36715.000,332.000,11,glass
66,w,char,37656.000,941.000,12,w
67,o,char,37951.000,295.000,12,wo
68,r,char,38374.000,423.000,12,wor
69,k,char,38899.000,525.000,12,work
70,SPACE,char,39178.000,279.000,12,work
71,p,char,40260.000,1082.000,13,p
72,l,char,40722.000,462.000,13,pl
73,a,char,41042.000,320.000,13,pla
74,n,char,41293.000,251.000,13,plan
75,t,char,42210.000,917.000,13,plant
76,SPACE,char,42783.000,573.000,13,plant
77,j,char,43798.000,1015.000,14,j
78,u,char,43987.000,189.000,14,ju
79,s,char,44294.000,307.000,14,jus
80,t,char,44877.000,583.000,14,just
81,SPACE,char,45228.000,351.000,14,just
82,w,char,46862.000,1634.000,15,w
83,o,char,47062.000,200.000,15,wo
84,r,char,47513.000,451.000,15,wor
85,l,char,48100.000,587.000,15,worl
86,d,char,48604.000,504.000,15,world
87,SPACE,char,48933.000,329.000,15,world
88,u,char,50058.000,1125.000,16,u
89,s,char,50372.000,314.000,16,us
90,e,char,50658.000,286.000,16,use
91,SPACE,char,50989.000,331.000,16,use
92,m,char,52191.000,1202.000,17,m
93,e,char,52427.000,236.000,17,me
94,SPACE,char,52692.000,265.000,17,me
95,l,char,53537.000,845.000,18,l
96,o,char,53788.000,251.000,18,lo
97,n,char,54294.000,506.000,18,lon
98,g,char,55868.000,1574.000,18,long
99,SPACE,char,56714.000,846.000,18,long
100,n,char,57773.000,1059.000,19,n
101,o,char,58067.000,294.000,19,no
102,t,char,58633.000,566.000,19,not
103,SPACE,char,59033.000,400.000,19,not

=== ERROR ANALYSIS (Tn / Tb) ===
index,key,type,elapsed_ms,Tn_ms,Tb_ms,flight_time_ms
0,l,char,0.000,0.000,,0.000
1,a,char,185.000,185.000,,185.000
2,r,char,395.000,395.000,,210.000
3,g,char,1250.000,1250.000,,855.000
4,e,char,1578.000,1578.000,,328.000
5,SPACE,char,2145.000,2145.000,,567.000
6,p,char,3231.000,3231.000,,1086.000
7,o,char,3313.000,3313.000,,82.000
8,f,char,3782.000,3782.000,,469.000
9,Backspace,backspace,5659.000,,5659.000,1877.000
10,Backspace,backspace,5867.000,,5867.000,208.000
11,Backspace,backspace,6282.000,,6282.000,415.000
12,o,char,7199.000,7199.000,,917.000
13,f,char,8008.000,8008.000,,809.000
14,SPACE,char,8497.000,8497.000,,489.000
15,t,char,9417.000,9417.000,,920.000
16,h,char,9915.000,9915.000,,498.000
17,i,char,10183.000,10183.000,,268.000
18,n,char,10761.000,10761.000,,578.000
19,k,char,11061.000,11061.000,,300.000
20,SPACE,char,11877.000,11877.000,,816.000
21,g,char,12442.000,12442.000,,565.000
22,r,char,12751.000,12751.000,,309.000
23,o,char,13278.000,13278.000,,527.000
24,w,char,13691.000,13691.000,,413.000
25,SPACE,char,14077.000,14077.000,,386.000
26,t,char,14963.000,14963.000,,886.000
27,h,char,15434.000,15434.000,,471.000
28,e,char,16442.000,16442.000,,1008.000
29,y,char,16740.000,16740.000,,298.000
30,SPACE,char,17166.000,17166.000,,426.000
31,t,char,18044.000,18044.000,,878.000
32,a,char,18332.000,18332.000,,288.000
33,k,char,18755.000,18755.000,,423.000
34,e,char,19115.000,19115.000,,360.000
35,SPACE,char,19340.000,19340.000,,225.000
36,t,char,20534.000,20534.000,,1194.000
37,h,char,21024.000,21024.000,,490.000
38,e,char,21734.000,21734.000,,710.000
39,i,char,21956.000,21956.000,,222.000
40,r,char,22456.000,22456.000,,500.000
41,SPACE,char,22738.000,22738.000,,282.000
42,n,char,25263.000,25263.000,,2525.000
43,o,char,25514.000,25514.000,,251.000
44,w,char,25976.000,25976.000,,462.000
45,SPACE,char,26236.000,26236.000,,260.000
46,p,char,27184.000,27184.000,,948.000
47,o,char,27408.000,27408.000,,224.000
48,i,char,27734.000,27734.000,,326.000
49,n,char,28506.000,28506.000,,772.000
50,t,char,29126.000,29126.000,,620.000
51,SPACE,char,29428.000,29428.000,,302.000
52,h,char,30420.000,30420.000,,992.000
53,a,char,30686.000,30686.000,,266.000
54,v,char,31107.000,31107.000,,421.000
55,e,char,31427.000,31427.000,,320.000
56,SPACE,char,31748.000,31748.000,,321.000
57,a,char,32805.000,32805.000,,1057.000
58,s,char,33042.000,33042.000,,237.000
59,SPACE,char,33240.000,33240.000,,198.000
60,g,char,35016.000,35016.000,,1776.000
61,l,char,35673.000,35673.000,,657.000
62,a,char,35924.000,35924.000,,251.000
63,s,char,36174.000,36174.000,,250.000
64,s,char,36383.000,36383.000,,209.000
65,SPACE,char,36715.000,36715.000,,332.000
66,w,char,37656.000,37656.000,,941.000
67,o,char,37951.000,37951.000,,295.000
68,r,char,38374.000,38374.000,,423.000
69,k,char,38899.000,38899.000,,525.000
70,SPACE,char,39178.000,39178.000,,279.000
71,p,char,40260.000,40260.000,,1082.000
72,l,char,40722.000,40722.000,,462.000
73,a,char,41042.000,41042.000,,320.000
74,n,char,41293.000,41293.000,,251.000
75,t,char,42210.000,42210.000,,917.000
76,SPACE,char,42783.000,42783.000,,573.000
77,j,char,43798.000,43798.000,,1015.000
78,u,char,43987.000,43987.000,,189.000
79,s,char,44294.000,44294.000,,307.000
80,t,char,44877.000,44877.000,,583.000
81,SPACE,char,45228.000,45228.000,,351.000
82,w,char,46862.000,46862.000,,1634.000
83,o,char,47062.000,47062.000,,200.000
84,r,char,47513.000,47513.000,,451.000
85,l,char,48100.000,48100.000,,587.000
86,d,char,48604.000,48604.000,,504.000
87,SPACE,char,48933.000,48933.000,,329.000
88,u,char,50058.000,50058.000,,1125.000
89,s,char,50372.000,50372.000,,314.000
90,e,char,50658.000,50658.000,,286.000
91,SPACE,char,50989.000,50989.000,,331.000
92,m,char,52191.000,52191.000,,1202.000
93,e,char,52427.000,52427.000,,236.000
94,SPACE,char,52692.000,52692.000,,265.000
95,l,char,53537.000,53537.000,,845.000
96,o,char,53788.000,53788.000,,251.000
97,n,char,54294.000,54294.000,,506.000
98,g,char,55868.000,55868.000,,1574.000
99,SPACE,char,56714.000,56714.000,,846.000
100,n,char,57773.000,57773.000,,1059.000
101,o,char,58067.000,58067.000,,294.000
102,t,char,58633.000,58633.000,,566.000
103,SPACE,char,59033.000,59033.000,,400.000

=== FLIGHT TIME ANALYSIS ===
from_key,to_key,flight_time_ms,type
l,a,185.000,char
a,r,210.000,char
r,g,855.000,char
g,e,328.000,char
e,SPACE,567.000,char
SPACE,p,1086.000,char
p,o,82.000,char
o,f,469.000,char
f,Backspace,1877.000,backspace
Backspace,Backspace,208.000,backspace
Backspace,Backspace,415.000,backspace
Backspace,o,917.000,char
o,f,809.000,char
f,SPACE,489.000,char
SPACE,t,920.000,char
t,h,498.000,char
h,i,268.000,char
i,n,578.000,char
n,k,300.000,char
k,SPACE,816.000,char
SPACE,g,565.000,char
g,r,309.000,char
r,o,527.000,char
o,w,413.000,char
w,SPACE,386.000,char
SPACE,t,886.000,char
t,h,471.000,char
h,e,1008.000,char
e,y,298.000,char
y,SPACE,426.000,char
SPACE,t,878.000,char
t,a,288.000,char
a,k,423.000,char
k,e,360.000,char
e,SPACE,225.000,char
SPACE,t,1194.000,char
t,h,490.000,char
h,e,710.000,char
e,i,222.000,char
i,r,500.000,char
r,SPACE,282.000,char
SPACE,n,2525.000,char
n,o,251.000,char
o,w,462.000,char
w,SPACE,260.000,char
SPACE,p,948.000,char
p,o,224.000,char
o,i,326.000,char
i,n,772.000,char
n,t,620.000,char
t,SPACE,302.000,char
SPACE,h,992.000,char
h,a,266.000,char
a,v,421.000,char
v,e,320.000,char
e,SPACE,321.000,char
SPACE,a,1057.000,char
a,s,237.000,char
s,SPACE,198.000,char
SPACE,g,1776.000,char
g,l,657.000,char
l,a,251.000,char
a,s,250.000,char
s,s,209.000,char
s,SPACE,332.000,char
SPACE,w,941.000,char
w,o,295.000,char
o,r,423.000,char
r,k,525.000,char
k,SPACE,279.000,char
SPACE,p,1082.000,char
p,l,462.000,char
l,a,320.000,char
a,n,251.000,char
n,t,917.000,char
t,SPACE,573.000,char
SPACE,j,1015.000,char
j,u,189.000,char
u,s,307.000,char
s,t,583.000,char
t,SPACE,351.000,char
SPACE,w,1634.000,char
w,o,200.000,char
o,r,451.000,char
r,l,587.000,char
l,d,504.000,char
d,SPACE,329.000,char
SPACE,u,1125.000,char
u,s,314.000,char
s,e,286.000,char
e,SPACE,331.000,char
SPACE,m,1202.000,char
m,e,236.000,char
e,SPACE,265.000,char
SPACE,l,845.000,char
l,o,251.000,char
o,n,506.000,char
n,g,1574.000,char
g,SPACE,846.000,char
SPACE,n,1059.000,char
n,o,294.000,char
o,t,566.000,char
t,SPACE,400.000,char

=== SUMMARY ===
metric,value
wpm,20
raw_wpm,20
accuracy_pct,97
correct_chars,98
incorrect_chars,3
total_keystrokes,101
duration_s,60
total_backspaces,3
total_chars,101
avg_flight_time_ms,573.136
min_flight_time_ms,82.000
max_flight_time_ms,2525.000
median_flight_time_ms,426.000

=== WPM OVER TIME ===
time_s,wpm,raw_wpm,accuracy_pct,cumulative_errors
1,36,36,100,0
2,30,30,100,0
3,24,24,100,0
4,18,27,67,3
5,14,21,67,3
6,12,18,67,3
7,10,15,67,3
8,12,16,73,3
9,12,16,75,3
10,14,18,80,3
11,15,18,82,3
12,15,18,83,3
13,15,18,85,3
14,17,19,87,3
15,17,19,88,3
16,16,19,88,3
17,17,20,89,3
18,17,19,90,3
19,18,20,91,3
20,18,20,91,3
21,18,20,91,3
22,18,20,92,3
23,19,20,92,3
24,18,19,92,3
25,17,19,92,3
26,18,19,93,3
27,18,19,93,3
28,18,20,93,3
29,18,20,94,3
30,18,19,94,3
31,19,20,94,3
32,19,20,94,3
33,19,21,95,3
34,19,20,95,3
35,19,20,95,3
36,19,20,95,3
37,19,20,95,3
38,19,20,95,3
39,20,21,96,3
40,20,21,96,3
41,20,21,96,3
42,20,21,96,3
43,20,21,96,3
44,20,21,96,3
45,20,21,96,3
46,20,20,96,3
47,20,21,96,3
48,20,21,96,3
49,20,21,96,3
50,20,21,97,3
51,20,21,97,3
52,20,21,97,3
53,20,21,97,3
54,20,21,97,3
55,20,21,97,3
56,20,20,97,3
57,20,20,97,3
58,20,20,97,3
59,20,20,97,3
60,19,20,97,3
