=== KEYSTROKE LOG ===
index,key,type,elapsed_ms,flight_time_ms,word_index,input_snapshot
w,i,254.500,char
i,l,348.300,char
l,l,200.600,char
l,SPACE,160.700,char
SPACE,t,977.500,char
t,i,234.500,char
i,m,260.100,char
m,e,594.000,char
e,SPACE,161.700,char
SPACE,s,1050.000,char
s,t,505.700,char
t,a,132.500,char
a,r,192.000,char
r,t,318.200,char
t,y,4.700,char
y,t,451.200,char
t,SPACE,361.200,char
SPACE,l,1176.400,char
l,a,164.700,char
a,r,443.700,char
r,g,234.100,char
g,e,149.900,char
e,SPACE,188.000,char
SPACE,b,916.300,char
b,e,205.900,char
e,SPACE,142.100,char
SPACE,c,956.500,char
c,o,209.300,char
o,m,229.900,char
m,e,286.200,char
e,SPACE,194.000,char
SPACE,s,1325.300,char
s,h,1258.700,char
h,o,217.600,char
o,u,270.400,char
u,l,317.200,char
l,d,350.900,char
d,SPACE,246.000,char
SPACE,m,1395.300,char
m,e,201.900,char
e,t,315.500,char
t,a,202.300,char
a,l,395.200,char
l,SPACE,217.800,char
SPACE,u,1303.700,char
u,s,453.400,char
s,e,256.800,char
e,SPACE,151.900,char
SPACE,a,1007.700,char
a,b,438.200,char
b,o,459.200,char
o,u,267.600,char
u,t,342.500,char
t,SPACE,217.100,char
SPACE,w,1253.900,char
w,h,279.900,char
h,i,190.200,char
i,l,481.800,char
l,e,269.400,char
e,SPACE,216.600,char
SPACE,d,982.100,char
d,o,216.000,char
o,SPACE,194.000,char
SPACE,l,701.500,char
l,a,218.800,char
a,r,835.500,char
r,g,207.900,char
g,e,208.100,char
e,SPACE,244.400,char
SPACE,d,1110.100,char
d,o,210.000,char
o,SPACE,165.800,char
SPACE,n,1991.600,char
n,e,246.500,char
e,w,238.100,char
w,SPACE,569.200,char
SPACE,s,818.200,char
s,a,141.800,char
a,y,334.400,char
y,SPACE,199.600,char
SPACE,b,680.100,char
b,e,206.000,char
e,SPACE,169.800,char
SPACE,s,1094.500,char
s,m,189.100,char
m,i,204.300,char
i,l,254.000,char
l,e,260.400,char
e,SPACE,216.100,char

=== SUMMARY ===
metric,value
wpm,24
raw_wpm,27
accuracy_pct,90
correct_chars,121
incorrect_chars,13
total_keystrokes,134
duration_s,60
total_backspaces,1
total_chars,134
avg_flight_time_ms,442.875
min_flight_time_ms,4.700
max_flight_time_ms,1991.600
median_flight_time_ms,260.400

=== WPM OVER TIME ===
time_s,wpm,raw_wpm,accuracy_pct,cumulative_errors
1,36,36,100,0
2,36,36,100,0
3,40,40,100,0
4,33,33,100,0
5,34,34,100,0
6,30,30,100,0
7,33,33,100,0
8,28,28,100,0
9,25,27,95,1
10,25,29,88,3
11,24,29,81,5
12,22,29,76,7
13,21,28,77,7
14,23,29,79,7
15,22,28,80,7
16,22,28,78,8
17,20,27,76,9
18,19,26,74,10
19,20,27,76,10
20,20,26,77,10
21,21,27,79,10
22,21,27,80,10
23,22,27,81,10
24,22,27,81,10
25,22,27,82,10
26,23,28,82,11
27,22,28,79,13
28,22,27,80,13
29,23,28,81,13
30,23,28,81,13
31,22,27,82,13
32,24,28,83,13
33,23,28,83,13
34,23,27,83,13
35,23,27,84,13
36,23,28,84,13
37,23,27,84,13
38,23,27,85,13
39,23,27,85,13
40,23,27,86,13
41,23,27,86,13
42,23,27,86,13
43,23,27,87,13
44,23,27,87,13
45,23,27,87,13
46,23,27,87,13
47,23,27,88,13
48,24,27,88,13
49,24,27,88,13
50,24,27,88,13
51,24,27,89,13
52,24,27,89,13
53,24,26,89,13
54,24,27,89,13
55,24,26,89,13
56,24,27,90,13
57,24,27,90,13
58,24,26,90,13
59,24,27,90,13
60,24,27,90,13
