=== KEYSTROKE LOG ===
index,key,type,elapsed_ms,flight_time_ms,word_index,input_snapshot
126,s,char,59203.000,59203.000,,294.000
127,SPACE,char,59495.000,59495.000,,292.000

=== FLIGHT TIME ANALYSIS ===
from_key,to_key,flight_time_ms,type
w,a,168.000,char
a,n,399.000,char
n,t,400.000,char
t,SPACE,219.000,char
SPACE,f,636.000,char
f,i,205.000,char
i,r,445.000,char
r,e,229.000,char
e,SPACE,125.000,char
SPACE,a,950.000,char
a,t,177.000,char
t,SPACE,341.000,char
SPACE,n,1094.000,char
n,o,198.000,char
o,e,374.000,char
e,SPACE,152.000,char
SPACE,r,812.000,char
r,i,262.000,char
i,g,674.000,char
g,h,220.000,char
h,t,238.000,char
t,SPACE,187.000,char
SPACE,b,1335.000,char
b,e,395.000,char
e,SPACE,191.000,char
SPACE,p,440.000,char
p,e,1001.000,char
e,o,275.000,char
o,p,217.000,char
p,l,232.000,char
l,e,300.000,char
e,SPACE,167.000,char
SPACE,m,1506.000,char
m,u,420.000,char
u,s,325.000,char
s,i,260.000,char
i,c,329.000,char
c,SPACE,214.000,char
SPACE,o,505.000,char
o,n,1273.000,char
n,SPACE,252.000,char
SPACE,n,1179.000,char
n,o,188.000,char
o,SPACE,273.000,char
SPACE,m,1382.000,char
m,y,486.000,char
y,SPACE,180.000,char
SPACE,h,328.000,char
h,e,339.000,char
e,e,174.000,char
e,d,266.000,char
d,SPACE,84.000,char
SPACE,p,1665.000,char
p,l,348.000,char
l,a,241.000,char
a,n,269.000,char
n,t,426.000,char
t,SPACE,133.000,char
SPACE,s,956.000,char
s,o,160.000,char
o,m,325.000,char
m,e,657.000,char
e,SPACE,169.000,char
SPACE,w,938.000,char
w,e,235.000,char
e,SPACE,199.000,char
SPACE,u,783.000,char
u,s,312.000,char
s,e,255.000,char
e,SPACE,174.000,char
SPACE,a,1080.000,char
a,l,218.000,char
l,s,595.000,char
s,o,233.000,char
o,SPACE,444.000,char
SPACE,p,1306.000,char
p,a,206.000,char
a,p,262.000,char
p,e,509.000,char
e,r,250.000,char
r,SPACE,210.000,char
SPACE,m,308.000,char
m,o,266.000,char
o,v,448.000,char
v,e,197.000,char
e,SPACE,249.000,char
SPACE,d,1438.000,char
d,o,566.000,char
o,g,554.000,char
g,SPACE,233.000,char
SPACE,m,295.000,char
m,a,168.000,char
a,k,242.000,char
k,e,312.000,char
e,SPACE,597.000,char
SPACE,b,1134.000,char
b,e,277.000,char
e,l,198.000,char
l,o,223.000,char
o,w,475.000,char
w,SPACE,198.000,char
SPACE,w,2771.000,char
w,a,323.000,char
a,t,236.000,char
t,c,405.000,char
c,j,202.000,char
j,h,367.000,char
h,SPACE,1020.000,char
SPACE,n,960.000,char
n,o,184.000,char
o,SPACE,266.000,char
SPACE,f,735.000,char
f,o,288.000,char
o,o,181.000,char
o,d,255.000,char
d,SPACE,201.000,char
SPACE,g,1084.000,char
g,a,349.000,char
a,Backspace,630.000,backspace
Backspace,l,370.000,char
l,a,310.000,char
a,s,1303.000,char
s,s,188.000,char
s,SPACE,223.000,char
SPACE,u,1101.000,char
u,s,294.000,char
s,SPACE,292.000,char

=== SUMMARY ===
metric,value
wpm,23
raw_wpm,25
accuracy_pct,92
correct_chars,117
incorrect_chars,10
total_keystrokes,127
duration_s,60
total_backspaces,1
total_chars,127
avg_flight_time_ms,468.465
min_flight_time_ms,84.000
max_flight_time_ms,2771.000
median_flight_time_ms,295.000

=== WPM OVER TIME ===
time_s,wpm,raw_wpm,accuracy_pct,cumulative_errors
1,48,48,100,0
2,36,36,100,0
3,40,40,100,0
4,36,36,100,0
5,31,31,100,0
6,30,32,94,1
7,27,31,89,2
8,27,30,90,2
9,28,31,91,2
10,26,29,92,2
11,27,29,93,2
12,26,28,93,2
13,28,30,94,2
14,27,28,94,2
15,26,28,94,2
16,27,28,95,2
17,27,28,95,2
18,25,27,93,3
19,24,27,90,4
20,25,27,91,4
21,23,26,91,4
22,24,26,92,4
23,24,28,89,6
24,23,26,89,6
25,23,26,89,6
26,24,27,90,6
27,24,26,90,6
28,24,27,90,6
29,24,26,91,6
30,24,27,91,6
31,24,27,91,6
32,24,27,92,6
33,24,26,92,6
34,25,27,92,6
35,24,26,92,6
36,24,26,92,6
37,25,27,93,6
38,26,27,93,6
39,25,27,93,6
40,25,27,93,6
41,25,27,93,6
42,25,27,94,6
43,25,27,94,6
44,25,27,94,6
45,26,27,94,6
46,25,27,94,6
47,24,26,94,6
48,24,26,94,6
49,24,26,93,7
50,24,26,93,8
51,23,26,92,9
52,24,26,92,9
53,24,26,92,9
54,24,26,92,9
55,24,26,92,10
56,24,26,92,10
57,23,25,92,10
58,24,26,92,10
59,23,25,92,10
60,23,25,92,10
